*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
Q7s,-3.17553,-3.20059,-1.81022,-1.75933,-1.76904,-1.71539,-1.66223,-1.01442,-0.726105,-1.41196,-0.843997,-2.58549,-0.864006,-4.04453,-2.04504,-1.39574,-0.308019,-0.790065,-2.11106,-0.90589,-0.804831,-0.925893,-3.9984,-1.38494,-1.87754,-2.24208,-0.234024,-0.962334,-0.851952,-0.594851,-0.580608,-1.92464,-2.30811,-0.909618,-0.572875,-3.9612,-0.798091,-0.550905,-2.71038,-2.07458,-1.27601,-1.23206,-0.818444,-1.37135,0.302905,-0.526492,-2.54407,-0.147819,-1.20338,-0.593877,-1.90541,-0.703141,-1.13042,-0.575567,0.407784,-2.25263,1.40645,-3.92443,-1.04899,-0.553597,0.0119332,-1.27695,-0.531628,0.347736,0.491214,-0.0559905,0.553413,-1.88341,-1.21665,1.73715,-0.507214,0.545847,0.431173,-1.14402,1.29344,0.551632,0.261823,1.54453,1.99927,-1.07105,2.16067,0.558931,0.378571,1.20659,0.8247,-0.989632,0.0456229,0.58022,2.13662,0.789906,1.80666,4.66763,2.15676,1.12523,0.796811,0.753534,0.807204,2.18212,1.64015,1.06271,4.3835,3.03681,0.68737,0.834628,2.25365,0.806396,2.92726,0.792961,4.11977,0.624032,2.95139,2.80989,0.740232,0.803354,0.812792,2.98694,3.91729,0.830778,0.676888,2.60122,3.0774,2.97779,0.814453,0.86631,2.93694,0.804506,2.4012,0.735663,0.751109,2.76911,2.97251,0.83193,2.98529,0.937093,3.06295,0.731806,2.56909,0.821015,0.825712,3.00573,3.15909,0.835901,1.00815,2.97631,2.74079,0.81754,0.906737,2.80571,3.06677,0.830008,3.38983,1.07949,2.73073,3.0117,0.905566,0.994756,3.0438,0.918053,3.07922,3.62165,3.00313,3.28411,0.947628,3.04428,3.85475,3.28317,3.56414,3.32433,3.42012
K6o,-3.57473,-2.05661,-2.06058,-2.09612,-2.07117,-2.00891,-1.95211,-1.67388,-1.94288,-0.996983,-1.02311,-4.86056,-1.02256,-2.64613,-2.73107,-1.16641,-0.903255,-0.943688,-2.73212,-1.14105,-0.958772,-1.08263,-3.3303,-0.979309,-2.48059,-3.2522,-0.524363,0.185508,-0.979236,-0.780016,-1.66599,-2.52939,-3.06832,0.186412,-0.757454,-2.59891,-0.844234,-0.734893,1.17126,-2.73879,-1.94784,-4.79549,0.294574,-0.706091,0.0839841,-0.70983,1.17142,-0.430444,-1.87173,-0.0713954,-2.30725,0.380601,-1.7954,0.298936,0.194807,1.51643,0.841547,-1.86568,-1.71055,0.309704,0.45747,0.0278441,0.315279,0.150167,0.28084,-0.330282,1.32983,1.7898,1.3691,1.19475,0.32252,0.652907,0.2362,1.4052,0.357702,0.659494,2.03706,1.04785,1.46812,1.42451,4.78847,0.666482,0.20597,0.313063,1.31731,1.44949,-0.223771,0.677187,2.67471,0.627144,1.32122,1.71538,2.69783,0.261874,0.633731,1.22353,0.640719,2.72239,1.22579,0.226228,1.5685,4.74726,1.13488,0.651424,2.75933,0.644824,2.59097,0.633056,1.40466,1.06692,2.61409,4.44263,0.582193,0.640051,0.974352,2.63864,1.29149,0.650756,0.535115,4.15706,2.67559,2.64577,0.65838,0.463408,2.60926,0.644398,3.93842,0.765413,0.611297,2.44638,2.63383,0.655103,3.63731,0.539596,2.67078,0.586998,2.29764,0.841914,0.687885,2.6914,2.06629,0.67762,0.616178,2.64815,2.86952,0.675023,0.918716,2.54266,2.6851,0.684054,2.31131,0.693168,2.45289,3.11675,0.763449,0.995814,2.78914,0.772487,2.75826,2.55777,2.73491,3.36503,0.785292,2.7654,2.80577,3.01846,3.61443,3.04895,3.09174
K3s,-3.24536,-1.8226,-1.76734,-1.76528,-1.75702,-1.68564,-1.64853,-1.47407,-1.60686,-0.862039,-0.867184,-4.25184,-0.872334,-2.10784,-2.12469,-1.00283,-1.58106,-0.784422,-2.14152,-0.962076,-0.803631,-0.909376,-2.83885,-0.803864,-1.86162,-2.71057,-1.55433,0.354005,-0.80095,-0.874257,-0.800271,-1.92038,-2.54311,0.335149,-0.869069,-1.92356,-0.677905,-1.41679,1.57139,-2.19417,-2.15011,-1.91342,0.422645,-0.538861,0.262714,-0.645195,1.51079,-1.49799,-2.13261,-0.387863,-1.7983,0.483556,-4.06969,-0.245329,0.35021,1.7879,1.28172,-1.35214,-1.43573,-0.124038,0.558121,-0.865972,0.0118203,0.278153,0.411121,-0.640917,0.557327,1.98071,-0.406482,1.55883,0.145617,0.577374,0.339058,-0.0125248,0.485686,0.59925,2.21371,1.33087,1.75162,0.260548,2.20889,1.39755,0.294613,0.413623,0.557724,0.84183,-0.0837825,0.836659,2.27054,0.558519,1.52367,1.98462,2.34075,0.349598,0.5804,0.485661,1.37702,5.00206,1.38617,0.278292,1.75667,2.20995,0.421636,0.817803,3.07905,0.559288,2.20995,0.561916,1.55665,0.352744,2.28013,1.982,0.495256,1.35684,0.30997,4.93441,1.33591,0.799319,0.42637,1.78198,3.01846,2.21212,0.570717,0.383597,2.22065,1.34211,1.56866,0.347316,0.501825,2.0121,4.86788,0.788873,1.42905,0.459051,2.95896,0.36747,1.79881,0.422783,1.3552,2.25078,1.65918,0.790134,1.27029,4.82156,1.54222,1.13386,1.20673,2.03748,2.92743,1.15798,1.89785,0.807603,1.6028,1.7809,0.692091,0.760315,4.86614,0.714515,2.93354,4.58814,4.14147,4.38027,0.985173,4.22005,2.98701,2.61812,2.83607,2.68944,3.53955
T9s,-2.62967,-2.73598,-2.86776,-3.00235,-1.5303,-0.52052,-0.0832363,-0.749066,0.00829594,-0.759529,-0.771914,-1.76158,-1.20326,-1.80126,-1.84687,-0.818221,0.10799,-1.06558,-3.37069,-0.830606,-0.362972,-1.16951,-1.98784,-0.333512,-2.92535,-2.03347,0.24378,-0.905196,-1.1205,-0.279777,-0.296395,-0.560783,-3.27572,-1.20673,-0.279752,-0.464115,-0.344516,-0.279726,-2.2699,-3.11885,-0.286377,-0.342549,-1.17919,-0.3301,-1.26372,-0.274488,-3.41138,0.278291,-0.285785,-0.298202,-0.510224,-0.395519,-0.28485,-0.249031,-1.22889,-3.32475,-3.61138,-0.459666,-0.266368,-0.249006,-0.315914,-0.355036,-0.248986,0.0119332,-0.442113,0.317671,-0.299055,-0.67389,-0.194616,-3.50207,-0.243742,-0.249884,0.823785,-0.194024,-0.362514,-0.249865,-0.423084,0.261776,-0.82358,-0.193088,-0.364582,-0.249839,0.934134,0.831141,-0.282909,-0.174606,0.371236,-0.244595,-0.204162,-0.246339,3.01589,-0.572792,-0.20357,0.938582,-0.246313,0.836115,-0.246288,-0.202635,3.37136,0.935491,3.04449,-0.321909,0.95601,-0.24105,-0.184153,0.85243,-0.199733,0.856129,3.39042,0.981091,-0.199141,3.06551,1.02267,0.859971,0.884519,-0.198205,3.35389,0.879814,1.03908,3.45203,-0.179723,3.12369,1.02734,0.942504,3.13535,1.03228,3.49821,0.877225,1.11301,3.67366,3.14767,1.05337,3.19851,1.014,3.21292,0.904229,3.68078,0.933524,1.1916,3.6883,3.38106,1.19463,1.08948,3.70403,3.18135,0.906896,0.992356,3.9166,3.77313,0.909709,3.60903,1.16988,3.27299,3.36069,0.987303,1.07276,4.16531,0.990135,4.17587,3.84777,3.28183,3.54625,0.9934,3.29033,4.10255,3.53661,3.80103,3.54511,3.55507
J8s,-2.90023,-2.93003,-3.03758,-1.67081,-1.68613,-1.63323,-0.626167,-0.879408,-0.172363,-0.889871,-1.2636,-2.16378,-0.738425,-2.20346,-3.56548,-0.953973,-0.0462721,-0.664859,-1.72643,-1.33529,-1.23123,-0.800605,-2.40726,-0.463574,-1.49411,-3.80319,-0.0213461,-1.30548,-0.727039,-0.449375,-0.413187,-3.4639,-1.9243,-0.86414,-0.427405,-0.870129,-1.20533,-0.402991,-3.72107,-1.69197,-0.821842,-0.705871,-0.790574,-0.471141,-0.899432,-0.402966,-2.12666,0.0626062,-0.749232,-0.425967,-3.38471,-1.26401,-0.668277,-0.429607,-0.80505,-1.89434,-2.52533,-0.894377,-0.666864,-0.407637,-0.459392,-0.747055,-0.383224,0.473935,0.0119332,0.155847,-0.426819,-3.59061,-0.758778,-2.22349,-0.383198,-0.43046,1.25851,-0.686167,0.721876,-0.40849,-0.865661,1.93296,0.261785,-0.605212,-0.756601,-0.384076,1.17521,0.812595,0.732544,-0.6038,0.203227,-0.384051,-0.768325,0.718916,4.5423,2.6996,-0.695714,0.74666,0.726267,0.869251,0.747613,-0.614759,4.27208,0.857484,2.98503,2.73888,0.803316,0.751399,-0.613346,0.921827,2.69344,0.911497,2.77715,0.925193,2.71872,3.16346,0.855892,0.938546,0.825744,2.79009,3.12949,0.941582,0.912783,2.95559,2.80256,3.33058,0.930113,0.860678,3.29968,0.939927,3.35436,0.778883,0.983375,3.12271,3.38853,0.942963,3.01873,0.946024,3.39899,0.768477,3.31264,0.864235,1.05424,3.35933,3.12936,1.05965,1.03367,3.39315,2.87683,0.85614,0.951879,3.54279,3.40359,0.885263,3.40027,1.11264,2.84407,3.14776,0.931997,1.02774,3.77416,0.944484,3.79163,3.67872,3.12252,3.42621,0.974065,3.21686,3.92901,3.36286,3.66654,3.40403,3.49993
33,-3.08777,-3.04819,-3.05159,-3.05376,-3.05346,-3.04524,-3.07298,0.0681731,-3.05006,0.0472033,0.0262335,0.710302,0.00525714,0.641554,0.572807,-0.02304,-3.05632,0.0806204,0.504059,-0.0440098,0.0533551,-0.0649796,0.414896,0.082129,0.749035,0.346149,-3.06349,-0.109316,0.0106384,0.0807837,0.12305,0.6605,0.277401,-0.130286,0.101799,0.75217,0.0556669,0.419742,0.133342,0.5232,0.751229,0.883161,-0.0544065,0.0634514,-0.195644,1.0188,0.0645943,-3.01328,0.8208,0.0894563,0.669786,-0.00912327,1.63162,0.117283,-0.119504,0.311216,-0.148408,0.69263,3.74053,0.138299,0.0709551,0.775778,0.458952,-0.18466,-0.0739592,0.00408163,0.0759706,0.458625,0.864666,0.0990171,1.0354,0.103791,-0.138854,0.934256,0.00637388,0.124813,0.716591,-0.113378,0.247269,1.75982,0.730913,0.452033,-0.179402,-0.0582661,0.0836767,3.79212,3.00534,1.02128,0.81982,0.0905078,0.0356963,0.506057,0.889411,-0.0985535,0.11153,0.0193045,0.445215,1.73669,-0.0961176,-0.177339,0.295308,0.755481,-0.0207282,1.00737,3.74545,0.0984294,0.775582,0.098449,0.164317,-0.0964898,0.845172,0.545574,0.0586514,0.438501,-0.09792,1.71386,-0.089378,0.993665,-0.0168424,0.415406,3.69941,0.800777,0.130971,-0.018018,0.801561,0.445283,0.170939,-0.0362514,0.0557322,0.671432,1.69136,1.00725,0.167941,0.054818,3.654,0.00336327,0.427788,0.0368522,0.455585,0.907337,0.425613,1.01404,0.426887,1.71312,0.370109,0.362638,0.397665,0.664516,3.69755,0.379931,0.663164,1.06832,0.503941,0.608483,1.06545,1.07195,1.74627,1.10058,3.7192,1.65172,1.43976,1.55532,1.12266,1.49589,3.89227,3.88481,3.90508,3.99822,3.86482
Q6s,-3.12576,-3.15196,-1.78552,-1.75585,-1.73303,-1.67459,-1.6216,-0.988143,-1.5626,-1.3902,-0.825408,-2.50384,-0.825649,-3.97414,-1.98745,-1.37646,-0.697308,-0.748841,-1.99069,-0.892308,-0.765995,-0.892542,-3.93638,-0.76354,-1.74798,-2.20075,-0.24058,-0.947258,-0.81574,-0.575385,-1.36866,-1.80276,-2.204,-0.894519,-0.553485,-1.79467,-0.762049,-0.531578,-2.66217,-1.96128,-1.218,-3.90934,-0.803443,-0.776768,0.267039,-0.507242,-2.4958,-0.154649,-1.14561,-1.35779,-1.79263,-0.688311,-1.07286,-0.572948,0.374014,-2.20471,1.29608,-1.83944,-0.991822,-0.551048,-0.527867,-3.88168,-0.529142,0.329827,0.457186,-0.0631213,0.0118953,-1.83606,-1.21235,1.63322,-0.507242,0.397927,0.412999,-1.13995,0.540739,0.4084,-1.3194,1.48928,1.8945,-1.06721,0.261088,0.414114,0.363667,0.496546,1.36789,-0.994011,0.0341443,0.421332,1.6565,0.802119,1.75055,2.15709,1.69199,0.447213,0.809002,1.28131,0.816266,1.71214,1.59414,0.412428,2.01315,4.9082,1.1972,0.827001,1.73758,0.818557,2.96308,0.8076,1.85674,1.11647,2.98713,4.62498,0.755039,0.814858,1.05453,3.01266,1.74663,0.825592,0.692561,4.3522,3.04971,3.01346,0.829025,0.64708,2.98023,0.816006,4.09014,0.806988,0.766547,2.81293,3.00575,0.826741,3.88964,0.721066,3.0428,0.74183,2.61564,0.877556,0.840907,3.0488,2.47263,0.831366,0.795426,3.00954,2.96432,0.827299,0.94839,2.85149,3.04659,0.836625,2.70848,0.87016,2.7584,3.19431,0.913123,1.0195,3.08882,0.922468,3.06109,2.94581,3.02992,3.4254,0.935353,3.06102,3.18475,3.30305,3.65765,3.33415,3.37665
Q8o,-3.46122,-3.49238,-2.00298,-2.07197,-2.08312,-2.02692,-0.881713,-1.15208,-0.469063,-1.60962,-0.980112,-3.15337,-1.00072,-4.65529,-2.60298,-1.68932,-0.448932,-0.92491,-2.67277,-1.04366,-1.58847,-1.06426,-4.91697,-0.690496,-2.43136,-2.80769,-0.369998,-1.1436,-0.988457,-0.704913,-0.690433,-4.54508,-2.87749,-1.10096,-0.682279,-1.65723,-1.56179,-0.657136,-3.26952,-2.63607,-1.70207,-1.6573,-0.999692,-0.698126,0.210643,-0.657111,-3.13688,-0.278203,-1.62572,-0.703438,-4.46289,-0.0715786,-1.54081,-0.684514,0.318959,-2.81418,1.24402,-1.6819,-1.53972,-0.661887,0.653751,-1.69975,-0.636744,0.257271,1.23261,-0.176303,0.639869,0.027933,-1.63612,1.58952,-0.636718,0.627012,1.13853,-1.55975,0.666369,0.634372,2.5152,1.38941,4.4695,-1.47484,2.46872,0.657036,1.04919,0.593207,0.721149,-1.47375,-0.122864,0.66102,2.42731,0.684093,4.16374,2.71321,2.45231,0.526532,0.694027,0.647994,0.72203,2.52734,3.87605,0.828057,2.47744,2.88789,0.578803,0.725312,2.54004,0.701785,2.76873,0.690688,2.26527,0.815636,2.80283,2.65211,0.6326,0.718685,0.60627,2.8962,3.07901,0.721973,0.873294,2.43174,2.90695,2.82359,0.709025,0.671496,2.78967,0.719317,3.0366,0.592977,0.949839,2.60322,2.88303,0.722605,2.51738,0.759393,2.89379,0.590225,3.2222,0.680881,1.02668,2.84903,2.72453,1.03262,0.849679,2.88529,2.47018,0.680517,0.771167,3.46962,2.89603,0.710608,3.00601,0.932763,2.45934,2.75167,0.760268,0.854251,3.71821,0.772667,3.73676,3.29524,2.74857,3.04091,0.803211,2.84778,3.56474,3.00716,3.31041,3.04865,3.14942
K5o,-3.58981,-2.0488,-2.05151,-2.04931,-2.07813,-1.98594,-1.9239,-1.69697,-1.9147,-1.01268,-1.018,-4.93886,-1.04404,-2.70172,-2.71944,-1.16573,-1.89329,-0.947705,-2.80412,-1.12292,-0.959435,-1.08431,-3.32874,-0.979908,-2.49592,-3.19407,-0.874411,0.188815,-0.965948,-1.67947,-0.979451,-2.53372,-3.07276,0.163134,-0.833047,-2.60302,-0.82967,-0.810557,1.17965,-2.69456,-4.84231,-2.60384,0.273599,-0.695857,0.0876193,-0.788073,1.0962,-0.472263,-2.11933,-0.528414,-2.25879,0.359359,-2.04324,-0.0712324,0.198084,1.44837,0.850963,-1.83133,-1.96682,0.14822,0.435984,-1.29339,0.160144,0.096387,0.283845,-0.372409,0.435838,1.7209,0.0277557,1.20316,0.165654,1.32384,0.184793,0.881129,0.360469,0.675692,1.96737,0.875534,1.47569,0.921183,1.96431,0.682658,0.16885,0.261418,0.436257,0.940496,-0.266246,0.690024,4.76787,1.30132,1.15621,1.72216,2.74732,0.224577,0.655683,0.337212,0.662649,2.7718,1.10531,0.191657,1.4027,1.96545,0.300365,0.670014,2.7978,1.28924,4.69426,0.630401,1.28361,0.267451,2.68162,1.64597,1.20088,0.637367,0.207366,2.7061,1.17897,0.644733,1.13314,1.5269,2.7321,4.65438,0.655676,1.04086,2.59937,0.644352,1.42226,0.971984,0.611356,4.36987,2.62384,0.651718,1.22708,0.539883,2.64984,0.767905,4.15192,0.489269,0.687702,2.68134,3.85176,0.674163,0.616222,2.64639,3.62786,0.844473,0.565608,2.54126,2.67237,0.694382,2.31062,0.692967,2.8754,2.14824,0.921326,0.642354,2.78693,0.782541,2.74533,2.55631,3.12291,2.39393,0.791994,2.79905,2.80351,3.37151,2.64112,3.08171,3.11353
J9o,-3.17128,-3.2863,-3.42804,-1.8521,-1.99616,-0.766295,-0.407339,-1.01408,-0.302011,-1.02424,-1.54429,-2.7206,-0.867754,-2.76464,-4.44711,-1.08465,-0.165376,-1.40747,-2.26242,-1.50658,-0.598385,-0.928747,-2.95836,-0.566072,-3.9601,-4.33927,-0.13879,-1.54579,-1.46659,-0.551821,-0.514771,-1.37357,-2.45792,-0.994643,-0.526678,-1.26185,-0.578662,-0.526653,-4.48072,-4.16621,-1.20849,-1.0878,-1.52928,-0.561769,-1.08512,-0.521258,-2.6698,-0.0451844,-1.12381,-0.515844,-1.32374,-0.6311,-1.12302,-0.519489,-0.0715754,-4.38417,-3.10203,-1.25909,-1.10406,-0.494346,-0.548974,-1.10279,-0.494321,1.20301,0.767473,-0.000517159,-0.515958,-1.49375,-1.11507,0.027933,-0.488926,-0.519598,0.655151,-1.03039,0.773277,-0.494455,-1.23224,4.36049,2.86855,-1.02962,-1.1148,-0.494436,0.853245,0.712185,0.776682,-1.01066,0.0593775,-0.489034,-1.12708,0.761904,2.66423,2.89162,-1.0424,0.869574,0.784616,0.770145,0.788643,-1.04163,3.15082,0.721239,2.84512,2.90708,0.940621,0.810125,-1.02267,0.823668,2.85763,0.833558,3.20835,0.779748,2.93265,3.029,0.927093,0.836437,0.692335,2.94529,2.87165,0.860246,0.830723,3.44307,3.01518,3.19953,1.00344,0.727668,3.23435,1.00888,3.05733,0.65849,0.920607,3.39694,3.24356,1.03196,2.78132,0.817551,3.32171,0.648313,3.21964,0.74838,1.00328,3.64387,2.89306,1.00653,0.8969,3.66069,2.67655,0.70997,0.810062,3.50743,3.73527,0.740054,3.18085,0.980725,2.63939,2.96434,0.793794,0.893887,3.77541,0.823898,3.78627,3.43792,2.83874,3.16369,0.827333,2.93808,3.70908,3.10992,3.43487,3.20924,3.21968
K2s,-3.27342,-1.83572,-1.79604,-1.79398,-1.78575,-1.71459,-1.64342,-1.49822,-1.65082,-0.881515,-0.886643,-4.33169,-0.891777,-2.17152,-2.18832,-1.01984,-1.59781,-0.804141,-2.2051,-0.979032,-0.804104,-0.926305,-2.89512,-0.828418,-1.92607,-2.76666,-1.56625,0.347714,-0.818031,-0.878705,-0.80773,-1.92405,-2.59913,0.328918,-0.873527,-2.00139,-0.679518,-0.868355,1.55052,-2.25071,-2.16405,-1.93672,0.416145,-0.558189,0.256716,-1.42146,1.49011,-1.51009,-2.14661,-0.393794,-1.80441,0.482011,-2.12884,-0.250162,0.343937,1.76635,1.26174,-1.41466,-4.08498,-0.136148,0.532261,-0.884701,-0.121593,0.272101,0.409804,-1.4474,0.533882,1.97441,-0.421579,1.538,0.0117832,0.55386,0.337967,-0.051469,0.460053,0.575673,2.13249,1.31074,1.74604,-0.00419953,2.13511,0.597857,0.293662,0.388217,0.534278,0.260616,-0.613023,1.40229,2.19659,0.535064,1.51881,1.90414,2.26656,0.324393,0.556877,0.462441,0.57906,2.33799,1.38174,0.277392,1.67691,2.13617,0.398617,1.38181,5.01809,0.53583,2.13617,0.538457,1.47752,0.351617,2.20615,1.90893,0.472006,0.560641,0.25683,2.27759,1.33152,1.3617,0.425005,1.70954,4.95066,2.13836,0.54723,0.332632,2.14686,0.550222,1.56354,0.309574,0.500229,1.93897,2.21829,1.34702,1.26565,0.407855,4.88433,0.332072,1.79297,0.384804,0.575824,2.17687,1.50248,1.35094,0.48345,2.18685,1.42609,0.407679,0.460399,2.03089,4.83816,0.430014,1.74041,1.34107,1.4939,1.66401,1.20507,1.27771,2.27027,1.22915,4.85262,1.97978,1.73328,1.90339,1.25367,1.80437,4.8197,4.37443,4.61249,4.45276,4.53253
Q5s,-3.14028,-3.13959,-1.77868,-1.7135,-1.73999,-1.65428,-1.59651,-1.00336,-1.5377,-1.41274,-0.821825,-2.55692,-0.846299,-4.05128,-1.98117,-1.3772,-1.52388,-0.753189,-2.05905,-0.870526,-0.767197,-0.894994,-3.93974,-0.764749,-1.76462,-2.13391,-0.671782,-0.9313,-0.801885,-1.38195,-0.76941,-1.80933,-2.21179,-0.89612,-0.627712,-1.80129,-0.745271,-0.605875,-2.61092,-1.91736,-3.95585,-1.81797,-0.791374,-0.759949,0.269812,-0.584044,-2.50043,-0.19458,-1.38561,-0.77982,-1.73936,-0.675055,-1.31309,-1.352,0.376449,-2.16464,1.30281,-1.786,-1.24013,-0.56941,-0.51868,-1.85147,-0.547579,0.279924,0.459358,-0.103333,-0.372953,-1.79205,-3.86409,1.63887,-0.525742,0.0118577,0.365262,-1.2023,0.54264,0.258308,-1.28867,1.33567,1.89934,-1.12978,-0.820103,0.26982,0.329271,0.448544,0.615393,-1.05682,-0.00638419,0.275459,0.260452,1.35288,1.6036,2.1611,1.20358,0.412553,0.828199,0.521296,0.835434,1.24273,1.48813,0.380307,1.86536,2.38858,0.482213,0.843042,1.26297,1.34182,4.85796,0.804471,1.74989,0.433417,3.04472,2.09284,1.25799,0.811712,0.399127,3.07016,1.6476,0.81932,1.17751,1.96749,3.0972,4.82138,0.825828,1.11578,2.96908,0.815279,1.81235,1.03098,0.765976,4.54947,2.99452,0.822893,1.70389,0.720639,3.02157,0.809094,4.28826,0.651466,0.840101,3.03743,4.08839,0.827504,0.794764,3.00577,3.81071,0.879719,0.725591,2.84822,3.0328,0.843225,2.70566,0.869262,2.96945,2.48479,0.950604,0.800089,3.08481,0.928797,3.04726,2.94225,3.1998,2.72137,0.938549,3.07822,3.18041,3.43131,2.95955,3.35049,3.38296
T8s,-2.7346,-2.76432,-2.87152,-3.00176,-1.58758,-1.58515,-0.557895,-0.799518,-0.105507,-0.809948,-0.822293,-1.91678,-1.18411,-1.95633,-2.0018,-0.873846,-0.00612847,-0.59181,-3.30994,-0.884276,-1.14075,-1.25557,-2.15949,-0.404688,-1.27128,-2.19904,0.125196,-0.947033,-0.653418,-0.353554,-0.367689,-3.17245,-3.5469,-1.22585,-0.353529,-0.691318,-1.11493,-0.329193,-2.39899,-1.46731,-0.5221,-0.570138,-0.716752,-0.412225,-1.26408,-0.329167,-3.46504,0.159597,-0.52151,-0.380428,-3.09351,-1.17342,-0.440812,-0.333849,-0.776019,-1.66904,-3.60373,-0.71547,-0.439404,-0.333824,-0.398084,-0.611191,-0.309488,-0.797381,-1.22279,0.249916,-0.381278,-3.29875,-0.459216,-1.85782,-0.309462,-0.334699,0.0118953,-0.458626,-0.444346,-0.334674,-0.679023,-2.20633,-3.47494,-0.377948,-0.620707,-0.310338,1.20639,0.714276,-0.364993,-0.376539,0.294138,-0.310319,-0.468733,-0.330975,0.260955,-0.827686,-0.468143,0.79717,-0.33095,0.724582,-0.306614,-0.387464,4.37032,0.866536,2.66818,-0.577599,0.853139,-0.306595,-0.386056,0.729773,-0.463765,0.73327,2.92994,0.883908,-0.463175,2.70634,0.908447,0.754544,0.858893,-0.382477,3.15614,0.758317,0.95036,3.10626,-0.381069,2.72799,0.982141,0.914779,2.73903,0.99193,3.21756,0.833098,0.955013,3.28044,2.81017,0.994956,3.11606,0.986043,2.8226,0.804029,3.43836,0.889224,1.02546,3.51553,3.292,1.03067,1.07341,3.54924,3.03993,0.891407,0.97659,3.45296,3.55965,0.894211,3.51925,1.15213,2.95499,3.21868,0.95042,1.05221,3.68299,0.953243,3.69984,3.79682,3.23256,3.49625,0.982731,3.24103,4.04631,3.41913,3.73584,3.4276,3.5232
K4o,-3.62026,-2.06311,-2.08275,-2.08056,-2.0718,-2.03343,-1.94155,-1.72216,-1.92698,-1.03258,-1.03788,-5.02122,-1.04317,-2.76765,-2.78529,-1.18377,-1.90563,-0.973647,-2.80295,-1.14091,-0.96769,-1.08493,-3.38797,-0.984803,-2.57908,-3.25312,-1.87819,0.182368,-0.986504,-1.06018,-0.984348,-2.55948,-3.07555,0.162422,-1.68445,-2.61776,-0.835418,-0.831469,1.15767,-2.76035,-2.8645,-2.61858,0.24604,-0.70033,0.0871462,-0.80905,1.0922,-0.851725,-4.85959,-0.538534,-2.27641,0.334172,-2.11249,-0.377516,0.170764,1.35992,0.84776,-1.84471,-2.03632,-0.0711209,0.410549,-1.32517,0.0279036,0.0958862,0.258896,-0.404926,0.410403,1.63982,-0.807197,1.11548,0.0409802,0.432386,0.184013,0.027668,0.335273,1.32943,1.88553,0.872234,1.39538,0.49236,1.88245,0.67465,0.111096,0.260395,0.410827,0.5364,-0.299099,0.681998,1.95144,0.41244,1.15213,1.64109,4.78539,0.16929,1.30698,0.335949,0.654704,2.74473,0.920784,0.150615,1.39784,1.88361,0.244844,0.662046,2.77064,0.413255,1.88594,1.28494,1.10666,0.226169,4.71201,1.64037,0.322157,0.635156,0.168885,2.67925,1.04644,0.642498,0.303481,1.34918,2.70515,1.88828,1.278,0.246198,4.63982,0.617581,1.28896,0.207096,1.21048,1.59709,2.61496,0.62493,1.10254,1.11849,2.64087,0.97089,1.53689,1.04984,0.660838,4.61916,1.35047,0.649948,0.59219,2.56022,1.22394,0.472247,0.541736,4.40206,2.58612,0.84923,4.10284,0.668686,3.62273,3.87967,0.548749,0.618232,2.70043,0.925859,2.66709,2.47868,2.09295,2.31681,0.783621,3.13742,2.72509,2.33936,2.56322,3.38524,3.08532
